Complexity metrics,terça, 7 nov. 2023 10:24:59 WET
Method,CogC,ev(G),iv(G),v(G)
net.sf.freecol.client.control.InGameController.setGameConnected(),1,1,2,2
"net.sf.freecol.client.control.InGameController.setGoodsLevels(Colony, GoodsType)",2,2,1,3
net.sf.freecol.client.control.InGameController.setInDebugMode(),0,1,1,1
"net.sf.freecol.client.control.InGameController.setStanceHandler(Stance, Player, Player)",5,2,3,7
"net.sf.freecol.client.control.InGameController.showColonyPanel(Colony, Unit)",0,1,1,1
"net.sf.freecol.client.control.InGameController.showColonyPanelWithCarrier(Colony, Unit)",1,1,1,2
"net.sf.freecol.client.control.InGameController.showEmigrationDialog(Player, boolean, int)",0,1,1,1
"net.sf.freecol.client.control.InGameController.showEventPanel(String, String, String)",0,1,1,1
"net.sf.freecol.client.control.InGameController.showInformationPanel(FreeColObject, String)",0,1,1,1
"net.sf.freecol.client.control.InGameController.showInformationPanel(FreeColObject, StringTemplate)",0,1,1,1
"net.sf.freecol.client.control.InGameController.showNamingDialog(StringTemplate, String, Unit, DialogHandler<String>)",0,1,1,1
"net.sf.freecol.client.control.InGameController.showNegotiationDialog(Unit, Settlement, DiplomaticTrade, StringTemplate, Direction)",3,1,4,4
net.sf.freecol.client.control.InGameController.showStatusPanel(String),2,1,2,2
net.sf.freecol.client.control.InGameController.sound(String),0,1,1,1
net.sf.freecol.client.control.InGameController.spySettlementHandler(Tile),1,1,2,2
"net.sf.freecol.client.control.InGameController.startIgnoringMessage(String, Turn)",0,1,1,1
net.sf.freecol.client.control.InGameController.stopIgnoringMessage(String),0,1,1,1
net.sf.freecol.client.control.InGameController.trainUnitInEurope(UnitType),5,3,5,6
net.sf.freecol.client.control.InGameController.unload(Unit),35,5,12,17
"net.sf.freecol.client.control.InGameController.unloadCargo(Goods, boolean)",7,3,7,9
"net.sf.freecol.client.control.InGameController.unloadUnitAtStop(Unit, LogBuilder)",35,10,11,19
net.sf.freecol.client.control.InGameController.updateActiveUnit(Tile),6,4,4,6
"net.sf.freecol.client.control.InGameController.updateGUI(Tile, boolean)",3,1,5,5
net.sf.freecol.client.control.InGameController.updateHandler(List<FreeColObject>),6,4,5,5
net.sf.freecol.client.control.InGameController.updateTradeRoute(TradeRoute),1,2,1,2
net.sf.freecol.client.control.InGameController.victory(Boolean),2,1,2,2
net.sf.freecol.client.control.InGameController.waitUnit(),1,2,1,2
"net.sf.freecol.client.control.InGameController.work(Unit, WorkLocation)",14,7,9,12
net.sf.freecol.client.control.MapEditorController.MapEditorController(FreeColClient),0,1,1,1
net.sf.freecol.client.control.MapEditorController.createMiniMapThumbNail(),0,1,1,1
net.sf.freecol.client.control.MapEditorController.getDefaultSpecification(),0,1,1,1
net.sf.freecol.client.control.MapEditorController.getMapTransform(),0,1,1,1
net.sf.freecol.client.control.MapEditorController.loadGame(),1,1,2,2
net.sf.freecol.client.control.MapEditorController.loadGame(File),6,1,4,4
net.sf.freecol.client.control.MapEditorController.newMap(),2,1,2,2
net.sf.freecol.client.control.MapEditorController.requireNativeNations(Game),3,1,3,3
net.sf.freecol.client.control.MapEditorController.saveMapEditorGame(),2,1,3,3
net.sf.freecol.client.control.MapEditorController.saveMapEditorGame(File),6,1,3,3
net.sf.freecol.client.control.MapEditorController.setMapTransform(MapTransform),0,1,1,1
net.sf.freecol.client.control.MapEditorController.startMapEditor(),2,1,3,3
net.sf.freecol.client.control.MapEditorController.transform(Tile),1,1,2,2
net.sf.freecol.client.control.MapTransform.getDescriptionPanel(),0,1,1,1
net.sf.freecol.client.control.MapTransform.setDescriptionPanel(JPanel),0,1,1,1
net.sf.freecol.client.control.MoveTest.tearDown(),0,1,1,1
net.sf.freecol.client.control.MoveTest.testSimpleMove(),1,1,2,2
net.sf.freecol.client.control.PreGameController.PreGameController(FreeColClient),0,1,1,1
net.sf.freecol.client.control.PreGameController.addPlayerHandler(List<Player>),0,1,1,1
"net.sf.freecol.client.control.PreGameController.chatHandler(String, String, Color, boolean)",0,1,1,1
"net.sf.freecol.client.control.PreGameController.errorHandler(StringTemplate, String)",0,1,1,1
"net.sf.freecol.client.control.PreGameController.logoutHandler(Player, LogoutReason)",1,1,2,2
"net.sf.freecol.client.control.PreGameController.readyHandler(Player, boolean)",0,1,1,1
net.sf.freecol.client.control.PreGameController.requestLaunch(),2,1,2,2
net.sf.freecol.client.control.PreGameController.sendChat(String),0,1,1,1
"net.sf.freecol.client.control.PreGameController.setAvailable(Nation, NationState)",0,1,1,1
"net.sf.freecol.client.control.PreGameController.setAvailableHandler(Nation, NationState)",0,1,1,1
"net.sf.freecol.client.control.PreGameController.setColor(Nation, Color)",0,1,1,1
"net.sf.freecol.client.control.PreGameController.setColorHandler(Nation, Color)",0,1,1,1
net.sf.freecol.client.control.PreGameController.setNation(Nation),0,1,1,1
net.sf.freecol.client.control.PreGameController.setNationType(NationType),0,1,1,1
net.sf.freecol.client.control.PreGameController.setNationTypeHandler(NationType),0,1,1,1
net.sf.freecol.client.control.PreGameController.setReady(boolean),0,1,1,1
net.sf.freecol.client.control.PreGameController.startGameHandler(),7,3,3,4
net.sf.freecol.client.control.PreGameController.startGameInternal(),8,2,8,8
net.sf.freecol.client.control.PreGameController.updateGameOptions(),0,1,1,1
net.sf.freecol.client.control.PreGameController.updateGameOptionsHandler(OptionGroup),1,1,2,2
net.sf.freecol.client.control.PreGameController.updateHandler(List<FreeColObject>),8,1,4,4
net.sf.freecol.client.control.PreGameController.updateMapGeneratorOptions(),0,1,1,1
net.sf.freecol.client.control.PreGameController.updateMapGeneratorOptionsHandler(OptionGroup),1,1,2,2
"net.sf.freecol.client.control.SoundController.SoundController(FreeColClient, boolean)",5,3,3,4
net.sf.freecol.client.control.SoundController.canPlaySound(),1,1,2,2
net.sf.freecol.client.control.SoundController.getSoundMixerLabelText(),3,1,3,3
"net.sf.freecol.client.control.SoundController.play(SoundPlayer, String)",4,4,1,5
net.sf.freecol.client.control.SoundController.playMusic(String),0,1,1,1
net.sf.freecol.client.control.SoundController.playSound(String),0,1,1,1
net.sf.freecol.client.control.SoundController.setDefaultPlaylist(List<File>),1,1,2,2
net.sf.freecol.client.gui.AllTests.suite(),0,1,1,1
"net.sf.freecol.client.gui.Canvas.Canvas(FreeColClient, GraphicsDevice, Dimension, MapViewer, MapControls)",3,1,2,6
"net.sf.freecol.client.gui.Canvas.addAsFrame(JComponent, boolean, PopupPosition, boolean)",12,1,7,9
"net.sf.freecol.client.gui.Canvas.addCentered(Component, Integer)",0,1,1,1
net.sf.freecol.client.gui.Canvas.addMapControls(),2,2,2,3
"net.sf.freecol.client.gui.Canvas.addToCanvas(Component, Integer)",1,1,2,2
"net.sf.freecol.client.gui.Canvas.addToLayer(Component, Integer)",0,1,1,1
"net.sf.freecol.client.gui.Canvas.adjustLocationForClearSpace(Point, int, int)",2,1,5,6
"net.sf.freecol.client.gui.Canvas.animationLabel(JLabel, boolean)",2,1,2,2
"net.sf.freecol.client.gui.Canvas.capSizeToMaximum(JInternalFrame, Dimension)",0,1,1,1
"net.sf.freecol.client.gui.Canvas.checkWindowed(GraphicsDevice, Dimension)",5,1,3,3
"net.sf.freecol.client.gui.Canvas.chooseLocation(Component, int, int, PopupPosition)",9,1,8,13
net.sf.freecol.client.gui.Canvas.closeMainPanel(),1,1,2,2
net.sf.freecol.client.gui.Canvas.closeMenus(),4,1,4,4
net.sf.freecol.client.gui.Canvas.closePanel(String),21,9,9,9
"net.sf.freecol.client.gui.Canvas.createFrame(JMenuBar, Rectangle)",0,1,1,1
net.sf.freecol.client.gui.Canvas.destroyFrame(),3,1,3,3
net.sf.freecol.client.gui.Canvas.dialogAdd(FreeColDialog<?>),1,1,2,2
net.sf.freecol.client.gui.Canvas.dialogRemove(FreeColDialog<?>),3,1,4,4
"net.sf.freecol.client.gui.Canvas.getClearSpace(int, int, int, int, int)",40,6,5,19
net.sf.freecol.client.gui.Canvas.getExistingFreeColDialog(Class<?>),3,3,2,3
net.sf.freecol.client.gui.Canvas.getExistingFreeColPanel(Class<T>),14,5,5,6
net.sf.freecol.client.gui.Canvas.getInternalFrame(Component),2,1,2,3
net.sf.freecol.client.gui.Canvas.getMatchingComponent(Predicate<Component>),10,5,4,5
net.sf.freecol.client.gui.Canvas.getParentFrame(),0,1,1,1
net.sf.freecol.client.gui.Canvas.getSavedPosition(Component),3,3,1,4
net.sf.freecol.client.gui.Canvas.getSavedSize(Component),3,3,1,4
net.sf.freecol.client.gui.Canvas.getShowingPanel(),6,5,1,5
net.sf.freecol.client.gui.Canvas.initializeInGame(),0,1,1,1
net.sf.freecol.client.gui.Canvas.isWindowed(),0,1,1,1
net.sf.freecol.client.gui.Canvas.mainTitle(),0,1,1,1
net.sf.freecol.client.gui.Canvas.mainTitleIfMainPanelIsAlreadyShowing(),2,1,3,3
net.sf.freecol.client.gui.Canvas.nothingShowing(),1,1,2,2
"net.sf.freecol.client.gui.Canvas.notifyClose(Component, JInternalFrame)",3,1,3,3
net.sf.freecol.client.gui.Canvas.paintComponent(Graphics),12,2,7,8
net.sf.freecol.client.gui.Canvas.paintJustTheMapImmediately(),2,2,3,4
"net.sf.freecol.client.gui.Canvas.playVideo(String, boolean, Runnable)",4,2,4,4
net.sf.freecol.client.gui.Canvas.prepareShowingMainMenu(),0,1,1,1
net.sf.freecol.client.gui.Canvas.quit(),0,1,1,1
net.sf.freecol.client.gui.Canvas.remove(Component),0,1,1,1
net.sf.freecol.client.gui.Canvas.removeFromCanvas(Component),7,2,4,6
net.sf.freecol.client.gui.Canvas.removeInGameComponents(),3,3,2,3
net.sf.freecol.client.gui.Canvas.removeKeyAndMouseListeners(),3,1,4,4
net.sf.freecol.client.gui.Canvas.removeMapControls(),2,2,2,3
net.sf.freecol.client.gui.Canvas.resetMenuBar(),0,1,1,1
"net.sf.freecol.client.gui.Canvas.restoreSavedSize(Component, Dimension)",8,1,3,9
"net.sf.freecol.client.gui.Canvas.saveInteger(String, String, int)",6,4,3,6
"net.sf.freecol.client.gui.Canvas.savePosition(Component, Point)",2,2,1,3
"net.sf.freecol.client.gui.Canvas.saveSize(Component, Dimension)",2,2,1,3
"net.sf.freecol.client.gui.Canvas.showFreeColDialog(FreeColDialog<T>, PopupPosition)",0,1,1,1
"net.sf.freecol.client.gui.Canvas.showFreeColPanel(FreeColPanel, PopupPosition, boolean)",0,1,1,1
net.sf.freecol.client.gui.Canvas.showMainPanel(),0,1,1,1
net.sf.freecol.client.gui.Canvas.showMapEditorTransformPanel(),0,1,1,1
net.sf.freecol.client.gui.Canvas.startMapEditorGUI(),0,1,1,1
net.sf.freecol.client.gui.Canvas.toggleFrame(),1,1,2,2
net.sf.freecol.client.gui.Canvas.toggleWindowed(),0,1,1,1
net.sf.freecol.client.gui.Canvas.updateFrameSizesAndPositions(Dimension),13,4,3,8
net.sf.freecol.client.gui.Canvas.updateMenuBar(),0,1,1,1
net.sf.freecol.client.gui.Canvas.updateRepaintTimer(boolean),2,1,2,2
net.sf.freecol.client.gui.Canvas.updateSize(),6,1,4,5
"net.sf.freecol.client.gui.Canvas.viewFreeColDialog(FreeColDialog<T>, PopupPosition)",7,1,5,5
"net.sf.freecol.client.gui.CanvasMapEditorMouseListener.CanvasMapEditorMouseListener(FreeColClient, Scrolling)",0,1,1,1
"net.sf.freecol.client.gui.CanvasMapEditorMouseListener.drawBox(JComponent, Point, Point)",2,2,4,5
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mouseClicked(MouseEvent),5,2,4,5
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mouseDragged(MouseEvent),1,2,1,2
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mouseEntered(MouseEvent),0,1,1,1
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mouseExited(MouseEvent),0,1,1,1
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mouseMoved(MouseEvent),1,2,1,2
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mousePressed(MouseEvent),14,2,10,11
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mouseReleased(MouseEvent),29,3,16,18
net.sf.freecol.client.gui.CanvasMouseListener.CanvasMouseListener(FreeColClient),0,1,1,1
net.sf.freecol.client.gui.CanvasMouseListener.mouseClicked(MouseEvent),2,3,1,3
net.sf.freecol.client.gui.CanvasMouseListener.mouseEntered(MouseEvent),0,1,1,1
net.sf.freecol.client.gui.CanvasMouseListener.mouseExited(MouseEvent),0,1,1,1
net.sf.freecol.client.gui.CanvasMouseListener.mousePressed(MouseEvent),5,3,3,7
net.sf.freecol.client.gui.CanvasMouseListener.mouseReleased(MouseEvent),2,3,1,3
"net.sf.freecol.client.gui.CanvasMouseMotionListener.CanvasMouseMotionListener(FreeColClient, Scrolling)",0,1,1,1
net.sf.freecol.client.gui.CanvasMouseMotionListener.mouseDragged(MouseEvent),1,2,1,2
net.sf.freecol.client.gui.CanvasMouseMotionListener.mouseMoved(MouseEvent),0,1,1,1
"net.sf.freecol.client.gui.ChoiceItem.ChoiceItem(String, T)",0,1,1,1
"net.sf.freecol.client.gui.ChoiceItem.ChoiceItem(String, T, boolean)",0,1,1,1
net.sf.freecol.client.gui.ChoiceItem.ChoiceItem(T),3,1,4,4
net.sf.freecol.client.gui.ChoiceItem.cancelOption(),0,1,1,1
net.sf.freecol.client.gui.ChoiceItem.compareTo(ChoiceItem<T>),3,1,3,3
net.sf.freecol.client.gui.ChoiceItem.defaultOption(),0,1,1,1
net.sf.freecol.client.gui.ChoiceItem.equals(Object),3,3,3,4
net.sf.freecol.client.gui.ChoiceItem.getChoice(),0,1,1,1
net.sf.freecol.client.gui.ChoiceItem.getIcon(),0,1,1,1
net.sf.freecol.client.gui.ChoiceItem.getObject(),0,1,1,1
net.sf.freecol.client.gui.ChoiceItem.hashCode(),4,1,1,5
net.sf.freecol.client.gui.ChoiceItem.isCancel(),0,1,1,1
net.sf.freecol.client.gui.ChoiceItem.isDefault(),0,1,1,1
net.sf.freecol.client.gui.ChoiceItem.isEnabled(),0,1,1,1
net.sf.freecol.client.gui.ChoiceItem.isOK(),0,1,1,1
net.sf.freecol.client.gui.ChoiceItem.okOption(),0,1,1,1
net.sf.freecol.client.gui.ChoiceItem.setEnabled(boolean),0,1,1,1
net.sf.freecol.client.gui.ChoiceItem.setIcon(ImageIcon),0,1,1,1
net.sf.freecol.client.gui.ChoiceItem.toString(),0,1,1,1
net.sf.freecol.client.gui.FontLibrary.createMainFont(String),2,1,3,3
"net.sf.freecol.client.gui.FontLibrary.displayTest(Font, String)",2,1,3,3
net.sf.freecol.client.gui.FontLibrary.getFontKey(FontType),2,1,2,3
net.sf.freecol.client.gui.FontLibrary.getFontScaling(),0,1,1,1
net.sf.freecol.client.gui.FontLibrary.getMainFont(),0,1,1,1
net.sf.freecol.client.gui.FontLibrary.getMainFontSize(),0,1,1,1
net.sf.freecol.client.gui.FontLibrary.getScaledFont(String),0,1,1,1
"net.sf.freecol.client.gui.FontLibrary.getScaledFont(String, String)",0,1,1,1
"net.sf.freecol.client.gui.FontLibrary.getScaledFont(String, float, String)",1,2,1,2
"net.sf.freecol.client.gui.FontLibrary.getScaledSize(Size, float)",0,1,1,1
net.sf.freecol.client.gui.FontLibrary.getUnscaledFont(String),0,1,1,1
"net.sf.freecol.client.gui.FontLibrary.getUnscaledFont(String, String)",25,6,10,16
net.sf.freecol.client.gui.FontLibrary.setMainFontSize(float),0,1,1,1
"net.sf.freecol.client.gui.FontLibrary.tryFont(FontType, String)",2,2,1,3
net.sf.freecol.client.gui.FontTest.testLogicalSerif(),1,1,2,2
net.sf.freecol.client.gui.FrameMotionListener.FrameMotionListener(JInternalFrame),0,1,1,1
net.sf.freecol.client.gui.FrameMotionListener.mouseDragged(MouseEvent),2,2,3,4
net.sf.freecol.client.gui.FrameMotionListener.mousePressed(MouseEvent),2,2,2,3
net.sf.freecol.client.gui.FrameMotionListener.mouseReleased(MouseEvent),2,2,3,4
"net.sf.freecol.client.gui.FreeColFrame.FreeColFrame(FreeColClient, GraphicsDevice, JMenuBar, boolean, Rectangle)",8,1,4,9
net.sf.freecol.client.gui.FreeColFrame.exitFullScreen(),0,1,1,1
net.sf.freecol.client.gui.FreeColFrame.getFrameName(),0,1,1,1
net.sf.freecol.client.gui.FreeColFrame.removeMenuBar(),0,1,1,1
net.sf.freecol.client.gui.FreeColFrame.resetMenuBar(),1,1,2,2
net.sf.freecol.client.gui.FreeColFrame.setMenuBar(FreeColMenuBar),0,1,1,1
net.sf.freecol.client.gui.FreeColFrame.updateMenuBar(),1,1,2,2
"net.sf.freecol.client.gui.FullScreenFrameListener.FullScreenFrameListener(FreeColClient, FreeColFrame)",0,1,1,1
net.sf.freecol.client.gui.FullScreenFrameListener.windowActivated(WindowEvent),0,1,1,1
net.sf.freecol.client.gui.FullScreenFrameListener.windowClosed(WindowEvent),0,1,1,1
net.sf.freecol.client.gui.FullScreenFrameListener.windowClosing(WindowEvent),3,1,3,3
net.sf.freecol.client.gui.FullScreenFrameListener.windowDeactivated(WindowEvent),0,1,1,1
net.sf.freecol.client.gui.FullScreenFrameListener.windowDeiconified(WindowEvent),0,1,1,1
net.sf.freecol.client.gui.FullScreenFrameListener.windowIconified(WindowEvent),0,1,1,1
net.sf.freecol.client.gui.FullScreenFrameListener.windowOpened(WindowEvent),0,1,1,1
net.sf.freecol.client.gui.GUI.GUI(FreeColClient),0,1,1,1
net.sf.freecol.client.gui.GUI.activateGotoPath(),0,1,1,1
"net.sf.freecol.client.gui.GUI.animateUnitAttack(Unit, Unit, Tile, Tile, boolean)",0,1,1,1
"net.sf.freecol.client.gui.GUI.animateUnitMove(Unit, Tile, Tile)",0,1,1,1
net.sf.freecol.client.gui.GUI.canGameChangingModsBeAdded(),0,1,1,1
net.sf.freecol.client.gui.GUI.canZoomInMap(),0,1,1,1
net.sf.freecol.client.gui.GUI.canZoomInMapControls(),0,1,1,1
net.sf.freecol.client.gui.GUI.canZoomOutMap(),0,1,1,1
net.sf.freecol.client.gui.GUI.canZoomOutMapControls(),0,1,1,1
net.sf.freecol.client.gui.GUI.changeView(),0,1,1,1
net.sf.freecol.client.gui.GUI.changeView(MapTransform),0,1,1,1
net.sf.freecol.client.gui.GUI.changeView(Tile),0,1,1,1
"net.sf.freecol.client.gui.GUI.changeView(Unit, boolean)",0,1,1,1
net.sf.freecol.client.gui.GUI.changeWindowedMode(),0,1,1,1
net.sf.freecol.client.gui.GUI.clearGotoPath(),0,1,1,1
"net.sf.freecol.client.gui.GUI.clickAt(int, int, int)",0,1,1,1
net.sf.freecol.client.gui.GUI.closeMainPanel(),0,1,1,1
net.sf.freecol.client.gui.GUI.closeMenus(),0,1,1,1
net.sf.freecol.client.gui.GUI.closePanel(String),0,1,1,1
net.sf.freecol.client.gui.GUI.closeStatusPanel(),0,1,1,1
"net.sf.freecol.client.gui.GUI.confirm(String, String, String)",0,1,1,1
"net.sf.freecol.client.gui.GUI.confirm(StringTemplate, String, String)",0,1,1,1
"net.sf.freecol.client.gui.GUI.confirm(Tile, StringTemplate, GoodsType, String, String)",0,1,1,1
"net.sf.freecol.client.gui.GUI.confirm(Tile, StringTemplate, ImageIcon, String, String)",0,1,1,1
"net.sf.freecol.client.gui.GUI.confirm(Tile, StringTemplate, Settlement, String, String)",0,1,1,1
"net.sf.freecol.client.gui.GUI.confirm(Tile, StringTemplate, Unit, String, String)",0,1,1,1
"net.sf.freecol.client.gui.GUI.confirmAbandonEducation(Unit, boolean)",11,3,7,10
net.sf.freecol.client.gui.GUI.confirmClearTradeRoute(Unit),1,2,1,2
"net.sf.freecol.client.gui.GUI.confirmEuropeanTribute(Unit, Colony, NationSummary)",11,2,4,10
"net.sf.freecol.client.gui.GUI.confirmHostileAction(Unit, Tile)",11,7,4,10
net.sf.freecol.client.gui.GUI.confirmLeaveColony(Unit),1,2,2,2
"net.sf.freecol.client.gui.GUI.confirmNativeTribute(Unit, IndianSettlement)",7,1,3,5
"net.sf.freecol.client.gui.GUI.confirmPreCombat(Unit, Tile)",3,2,3,3
net.sf.freecol.client.gui.GUI.confirmStopGame(),0,1,1,1
"net.sf.freecol.client.gui.GUI.createColonyTileImage(Tile, Colony)",0,1,1,1
"net.sf.freecol.client.gui.GUI.createTileImage(Tile, Player)",0,1,1,1
net.sf.freecol.client.gui.GUI.createTileImageWithBeachBorderAndItems(Tile),0,1,1,1
"net.sf.freecol.client.gui.GUI.displayChat(String, String, Color, boolean)",0,1,1,1
