Lines of code metrics,Wed, 8 Nov 2023 04:59:54 WET
Method,CLOC,JLOC,LOC,NCLOC,RLOC
net.sf.freecol.client.control.InGameController.recruitUnitInEurope(int),6,8,25,17,0.52%
"net.sf.freecol.client.control.InGameController.removeHandler(List<FreeColGameObject>, FreeColGameObject)",12,6,34,23,0.71%
net.sf.freecol.client.control.InGameController.rename(Nameable),13,10,51,40,1.06%
net.sf.freecol.client.control.InGameController.requireOurTurn(),5,6,13,7,0.27%
net.sf.freecol.client.control.InGameController.saveAndQuit(),6,7,12,5,0.25%
net.sf.freecol.client.control.InGameController.saveGame(),8,8,25,17,0.52%
net.sf.freecol.client.control.InGameController.saveGame(File),4,6,24,18,0.50%
"net.sf.freecol.client.control.InGameController.scoutSpeakToChiefHandler(Unit, IndianSettlement, String)",5,7,35,28,0.73%
net.sf.freecol.client.control.InGameController.selectDestination(Unit),7,9,36,27,0.75%
net.sf.freecol.client.control.InGameController.sellGoods(Goods),7,9,26,17,0.54%
"net.sf.freecol.client.control.InGameController.setAIHandler(Player, boolean)",4,6,9,3,0.19%
"net.sf.freecol.client.control.InGameController.setBuildQueue(Colony, List<BuildableType>)",6,9,22,13,0.46%
net.sf.freecol.client.control.InGameController.setCurrentPlayer(Player),8,6,47,37,0.97%
net.sf.freecol.client.control.InGameController.setCurrentPlayerHandler(Player),5,5,8,3,0.17%
net.sf.freecol.client.control.InGameController.setDead(),5,5,32,27,0.66%
net.sf.freecol.client.control.InGameController.setDeadHandler(Player),4,5,13,8,0.27%
net.sf.freecol.client.control.InGameController.setGameConnected(),7,7,13,6,0.27%
"net.sf.freecol.client.control.InGameController.setGoodsLevels(Colony, GoodsType)",6,9,14,5,0.29%
net.sf.freecol.client.control.InGameController.setInDebugMode(),6,7,13,6,0.27%
"net.sf.freecol.client.control.InGameController.setStanceHandler(Stance, Player, Player)",4,8,25,17,0.52%
"net.sf.freecol.client.control.InGameController.showColonyPanel(Colony, Unit)",4,6,11,5,0.23%
"net.sf.freecol.client.control.InGameController.showColonyPanelWithCarrier(Colony, Unit)",5,7,10,3,0.21%
"net.sf.freecol.client.control.InGameController.showEmigrationDialog(Player, boolean, int)",5,7,17,10,0.35%
"net.sf.freecol.client.control.InGameController.showEventPanel(String, String, String)",4,7,11,4,0.23%
"net.sf.freecol.client.control.InGameController.showInformationPanel(FreeColObject, String)",4,6,9,3,0.19%
"net.sf.freecol.client.control.InGameController.showInformationPanel(FreeColObject, StringTemplate)",4,6,10,4,0.21%
"net.sf.freecol.client.control.InGameController.showNamingDialog(StringTemplate, String, Unit, DialogHandler<String>)",4,8,14,6,0.29%
"net.sf.freecol.client.control.InGameController.showNegotiationDialog(Unit, Settlement, DiplomaticTrade, StringTemplate, Direction)",4,11,24,13,0.50%
net.sf.freecol.client.control.InGameController.showStatusPanel(String),4,5,12,7,0.25%
net.sf.freecol.client.control.InGameController.sound(String),4,5,8,3,0.17%
net.sf.freecol.client.control.InGameController.spySettlementHandler(Tile),4,5,9,4,0.19%
"net.sf.freecol.client.control.InGameController.startIgnoringMessage(String, Turn)",4,6,10,4,0.21%
net.sf.freecol.client.control.InGameController.stopIgnoringMessage(String),4,5,9,4,0.19%
net.sf.freecol.client.control.InGameController.trainUnitInEurope(UnitType),6,8,27,19,0.56%
net.sf.freecol.client.control.InGameController.unload(Unit),10,8,41,33,0.85%
"net.sf.freecol.client.control.InGameController.unloadCargo(Goods, boolean)",13,12,33,17,0.68%
"net.sf.freecol.client.control.InGameController.unloadUnitAtStop(Unit, LogBuilder)",8,7,108,98,2.24%
net.sf.freecol.client.control.InGameController.updateActiveUnit(Tile),28,11,51,20,1.06%
"net.sf.freecol.client.control.InGameController.updateGUI(Tile, boolean)",21,7,37,13,0.77%
net.sf.freecol.client.control.InGameController.updateHandler(List<FreeColObject>),6,5,23,18,0.48%
net.sf.freecol.client.control.InGameController.updateTradeRoute(TradeRoute),6,8,12,4,0.25%
net.sf.freecol.client.control.InGameController.victory(Boolean),4,6,15,9,0.31%
net.sf.freecol.client.control.InGameController.waitUnit(),6,7,12,5,0.25%
"net.sf.freecol.client.control.InGameController.work(Unit, WorkLocation)",7,9,38,28,0.79%
net.sf.freecol.client.control.MapEditorController.MapEditorController(FreeColClient),4,5,8,3,3.04%
net.sf.freecol.client.control.MapEditorController.createMiniMapThumbNail(),11,12,34,22,12.93%
net.sf.freecol.client.control.MapEditorController.getDefaultSpecification(),4,5,9,4,3.42%
net.sf.freecol.client.control.MapEditorController.getMapTransform(),4,6,9,3,3.42%
net.sf.freecol.client.control.MapEditorController.loadGame(),4,4,10,6,3.80%
net.sf.freecol.client.control.MapEditorController.loadGame(File),4,5,40,35,15.21%
net.sf.freecol.client.control.MapEditorController.newMap(),5,7,23,16,8.75%
net.sf.freecol.client.control.MapEditorController.requireNativeNations(Game),4,5,15,10,5.70%
net.sf.freecol.client.control.MapEditorController.saveMapEditorGame(),4,4,11,7,4.18%
net.sf.freecol.client.control.MapEditorController.saveMapEditorGame(File),4,5,32,27,12.17%
net.sf.freecol.client.control.MapEditorController.setMapTransform(MapTransform),4,6,10,4,3.80%
net.sf.freecol.client.control.MapEditorController.startMapEditor(),8,6,37,29,14.07%
net.sf.freecol.client.control.MapEditorController.transform(Tile),5,6,11,5,4.18%
net.sf.freecol.client.control.MapTransform.getDescriptionPanel(),7,9,12,3,30.77%
net.sf.freecol.client.control.MapTransform.setDescriptionPanel(JPanel),5,6,9,3,23.08%
net.sf.freecol.client.control.MapTransform.transform(Tile),4,n/a,n/a,1,15.38%
net.sf.freecol.client.control.MoveTest.tearDown(),0,0,5,5,14.29%
net.sf.freecol.client.control.MoveTest.testSimpleMove(),0,0,24,24,68.57%
net.sf.freecol.client.control.PreGameController.PreGameController(FreeColClient),4,5,8,3,2.66%
net.sf.freecol.client.control.PreGameController.addPlayerHandler(List<Player>),4,5,9,4,2.99%
"net.sf.freecol.client.control.PreGameController.chatHandler(String, String, Color, boolean)",5,8,13,4,4.32%
"net.sf.freecol.client.control.PreGameController.errorHandler(StringTemplate, String)",4,6,9,3,2.99%
"net.sf.freecol.client.control.PreGameController.logoutHandler(Player, LogoutReason)",4,6,14,8,4.65%
"net.sf.freecol.client.control.PreGameController.readyHandler(Player, boolean)",4,6,10,4,3.32%
net.sf.freecol.client.control.PreGameController.requestLaunch(),4,4,13,9,4.32%
net.sf.freecol.client.control.PreGameController.sendChat(String),5,5,10,4,3.32%
"net.sf.freecol.client.control.PreGameController.setAvailable(Nation, NationState)",4,6,10,4,3.32%
"net.sf.freecol.client.control.PreGameController.setAvailableHandler(Nation, NationState)",4,6,9,3,2.99%
"net.sf.freecol.client.control.PreGameController.setColor(Nation, Color)",4,6,10,4,3.32%
"net.sf.freecol.client.control.PreGameController.setColorHandler(Nation, Color)",4,6,9,3,2.99%
net.sf.freecol.client.control.PreGameController.setNation(Nation),4,5,9,4,2.99%
net.sf.freecol.client.control.PreGameController.setNationType(NationType),4,5,9,4,2.99%
net.sf.freecol.client.control.PreGameController.setNationTypeHandler(NationType),4,5,8,3,2.66%
net.sf.freecol.client.control.PreGameController.setReady(boolean),4,6,10,4,3.32%
net.sf.freecol.client.control.PreGameController.startGameHandler(),9,8,34,25,11.30%
net.sf.freecol.client.control.PreGameController.startGameInternal(),10,6,44,32,14.62%
net.sf.freecol.client.control.PreGameController.updateGameOptions(),4,4,9,5,2.99%
net.sf.freecol.client.control.PreGameController.updateGameOptionsHandler(OptionGroup),4,5,10,5,3.32%
net.sf.freecol.client.control.PreGameController.updateHandler(List<FreeColObject>),4,5,20,15,6.64%
net.sf.freecol.client.control.PreGameController.updateMapGeneratorOptions(),4,4,8,4,2.66%
net.sf.freecol.client.control.PreGameController.updateMapGeneratorOptionsHandler(OptionGroup),4,5,10,5,3.32%
"net.sf.freecol.client.control.SoundController.SoundController(FreeColClient, boolean)",8,6,29,19,26.61%
net.sf.freecol.client.control.SoundController.canPlaySound(),4,5,8,3,7.34%
net.sf.freecol.client.control.SoundController.getSoundMixerLabelText(),6,7,16,9,14.68%
"net.sf.freecol.client.control.SoundController.play(SoundPlayer, String)",1,0,10,10,9.17%
net.sf.freecol.client.control.SoundController.playMusic(String),13,5,17,3,15.60%
net.sf.freecol.client.control.SoundController.playSound(String),4,5,8,3,7.34%
net.sf.freecol.client.control.SoundController.setDefaultPlaylist(List<File>),4,6,11,5,10.09%
net.sf.freecol.client.gui.AllTests.suite(),2,0,7,5,77.78%
"net.sf.freecol.client.gui.Canvas.Canvas(FreeColClient, GraphicsDevice, Dimension, MapViewer, MapControls)",6,9,74,63,5.79%
"net.sf.freecol.client.gui.Canvas.addAsFrame(JComponent, boolean, PopupPosition, boolean)",4,11,66,55,5.17%
"net.sf.freecol.client.gui.Canvas.addCentered(Component, Integer)",4,6,11,5,0.86%
net.sf.freecol.client.gui.Canvas.addMapControls(),4,5,14,9,1.10%
"net.sf.freecol.client.gui.Canvas.addToCanvas(Component, Integer)",5,6,18,11,1.41%
"net.sf.freecol.client.gui.Canvas.addToLayer(Component, Integer)",4,6,10,4,0.78%
"net.sf.freecol.client.gui.Canvas.adjustLocationForClearSpace(Point, int, int)",0,0,12,12,0.94%
"net.sf.freecol.client.gui.Canvas.animationLabel(JLabel, boolean)",4,6,13,7,1.02%
"net.sf.freecol.client.gui.Canvas.capSizeToMaximum(JInternalFrame, Dimension)",0,0,5,5,0.39%
"net.sf.freecol.client.gui.Canvas.checkWindowed(GraphicsDevice, Dimension)",4,7,25,18,1.96%
"net.sf.freecol.client.gui.Canvas.chooseLocation(Component, int, int, PopupPosition)",5,9,48,38,3.76%
net.sf.freecol.client.gui.Canvas.closeMainPanel(),3,3,9,6,0.70%
net.sf.freecol.client.gui.Canvas.closeMenus(),3,3,15,12,1.17%
net.sf.freecol.client.gui.Canvas.closePanel(String),4,5,28,23,2.19%
"net.sf.freecol.client.gui.Canvas.createFrame(JMenuBar, Rectangle)",7,7,17,7,1.33%
net.sf.freecol.client.gui.Canvas.destroyFrame(),3,3,11,8,0.86%
net.sf.freecol.client.gui.Canvas.dialogAdd(FreeColDialog<?>),4,5,11,6,0.86%
net.sf.freecol.client.gui.Canvas.dialogRemove(FreeColDialog<?>),4,5,12,7,0.94%
"net.sf.freecol.client.gui.Canvas.getClearSpace(int, int, int, int, int)",15,12,79,59,6.19%
net.sf.freecol.client.gui.Canvas.getExistingFreeColDialog(Class<?>),4,6,12,6,0.94%
net.sf.freecol.client.gui.Canvas.getExistingFreeColPanel(Class<T>),4,8,29,21,2.27%
net.sf.freecol.client.gui.Canvas.getInternalFrame(Component),4,8,15,7,1.17%
net.sf.freecol.client.gui.Canvas.getMatchingComponent(Predicate<Component>),4,6,17,11,1.33%
net.sf.freecol.client.gui.Canvas.getParentFrame(),7,8,11,3,0.86%
net.sf.freecol.client.gui.Canvas.getSavedPosition(Component),4,7,17,10,1.33%
net.sf.freecol.client.gui.Canvas.getSavedSize(Component),4,7,17,10,1.33%
net.sf.freecol.client.gui.Canvas.getShowingPanel(),4,6,19,13,1.49%
net.sf.freecol.client.gui.Canvas.initializeInGame(),3,3,10,7,0.78%
net.sf.freecol.client.gui.Canvas.isWindowed(),4,5,8,3,0.63%
net.sf.freecol.client.gui.Canvas.mainTitle(),3,3,8,5,0.63%
net.sf.freecol.client.gui.Canvas.mainTitleIfMainPanelIsAlreadyShowing(),0,0,5,5,0.39%
net.sf.freecol.client.gui.Canvas.nothingShowing(),4,5,8,3,0.63%
"net.sf.freecol.client.gui.Canvas.notifyClose(Component, JInternalFrame)",5,7,16,9,1.25%
net.sf.freecol.client.gui.Canvas.paintComponent(Graphics),7,3,32,25,2.51%
net.sf.freecol.client.gui.Canvas.paintJustTheMapImmediately(),14,0,21,8,1.64%
"net.sf.freecol.client.gui.Canvas.playVideo(String, boolean, Runnable)",11,7,90,77,7.05%
net.sf.freecol.client.gui.Canvas.prepareShowingMainMenu(),0,0,6,6,0.47%
net.sf.freecol.client.gui.Canvas.quit(),3,3,6,3,0.47%
net.sf.freecol.client.gui.Canvas.remove(Component),3,3,7,4,0.55%
net.sf.freecol.client.gui.Canvas.removeFromCanvas(Component),10,6,29,19,2.27%
net.sf.freecol.client.gui.Canvas.removeInGameComponents(),4,3,13,9,1.02%
net.sf.freecol.client.gui.Canvas.removeKeyAndMouseListeners(),0,0,14,14,1.10%
net.sf.freecol.client.gui.Canvas.removeMapControls(),4,5,18,13,1.41%
net.sf.freecol.client.gui.Canvas.resetMenuBar(),3,3,7,4,0.55%
"net.sf.freecol.client.gui.Canvas.restoreSavedSize(Component, Dimension)",8,9,42,32,3.29%
"net.sf.freecol.client.gui.Canvas.saveInteger(String, String, int)",8,9,24,13,1.88%
"net.sf.freecol.client.gui.Canvas.savePosition(Component, Point)",4,6,15,9,1.17%
"net.sf.freecol.client.gui.Canvas.saveSize(Component, Dimension)",4,6,15,9,1.17%
"net.sf.freecol.client.gui.Canvas.showFreeColDialog(FreeColDialog<T>, PopupPosition)",4,9,16,7,1.25%
"net.sf.freecol.client.gui.Canvas.showFreeColPanel(FreeColPanel, PopupPosition, boolean)",4,9,18,9,1.41%
net.sf.freecol.client.gui.Canvas.showMainPanel(),4,5,12,7,0.94%
net.sf.freecol.client.gui.Canvas.showMapEditorTransformPanel(),4,3,11,8,0.86%
net.sf.freecol.client.gui.Canvas.startMapEditorGUI(),3,3,13,10,1.02%
net.sf.freecol.client.gui.Canvas.toggleFrame(),3,3,15,12,1.17%
net.sf.freecol.client.gui.Canvas.toggleWindowed(),3,3,6,3,0.47%
net.sf.freecol.client.gui.Canvas.updateFrameSizesAndPositions(Dimension),9,0,35,26,2.74%
net.sf.freecol.client.gui.Canvas.updateMenuBar(),3,3,7,4,0.55%
net.sf.freecol.client.gui.Canvas.updateRepaintTimer(boolean),8,6,17,7,1.33%
net.sf.freecol.client.gui.Canvas.updateSize(),0,0,18,18,1.41%
"net.sf.freecol.client.gui.Canvas.viewFreeColDialog(FreeColDialog<T>, PopupPosition)",6,7,29,20,2.27%
"net.sf.freecol.client.gui.CanvasMapEditorMouseListener.CanvasMapEditorMouseListener(FreeColClient, Scrolling)",4,5,9,4,5.06%
"net.sf.freecol.client.gui.CanvasMapEditorMouseListener.drawBox(JComponent, Point, Point)",4,7,21,14,11.80%
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mouseClicked(MouseEvent),5,3,17,12,9.55%
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mouseDragged(MouseEvent),3,3,13,10,7.30%
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mouseEntered(MouseEvent),4,3,5,2,2.81%
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mouseExited(MouseEvent),4,3,5,2,2.81%
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mouseMoved(MouseEvent),3,3,8,5,4.49%
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mousePressed(MouseEvent),3,3,29,26,16.29%
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mouseReleased(MouseEvent),6,3,59,53,33.15%
net.sf.freecol.client.gui.CanvasMouseListener.CanvasMouseListener(FreeColClient),4,5,8,3,10.13%
net.sf.freecol.client.gui.CanvasMouseListener.mouseClicked(MouseEvent),4,3,9,5,11.39%
net.sf.freecol.client.gui.CanvasMouseListener.mouseEntered(MouseEvent),4,3,4,1,5.06%
net.sf.freecol.client.gui.CanvasMouseListener.mouseExited(MouseEvent),4,3,4,1,5.06%
net.sf.freecol.client.gui.CanvasMouseListener.mousePressed(MouseEvent),9,3,32,25,40.51%
net.sf.freecol.client.gui.CanvasMouseListener.mouseReleased(MouseEvent),9,3,14,5,17.72%
"net.sf.freecol.client.gui.CanvasMouseMotionListener.CanvasMouseMotionListener(FreeColClient, Scrolling)",4,5,9,4,24.32%
net.sf.freecol.client.gui.CanvasMouseMotionListener.mouseDragged(MouseEvent),4,3,12,8,32.43%
net.sf.freecol.client.gui.CanvasMouseMotionListener.mouseMoved(MouseEvent),3,3,8,5,21.62%
"net.sf.freecol.client.gui.ChoiceItem.ChoiceItem(String, T)",5,7,10,3,4.85%
"net.sf.freecol.client.gui.ChoiceItem.ChoiceItem(String, T, boolean)",5,8,15,7,7.28%
net.sf.freecol.client.gui.ChoiceItem.ChoiceItem(T),6,6,17,10,8.25%
net.sf.freecol.client.gui.ChoiceItem.cancelOption(),4,5,9,4,4.37%
net.sf.freecol.client.gui.ChoiceItem.compareTo(ChoiceItem<T>),3,3,8,5,3.88%
net.sf.freecol.client.gui.ChoiceItem.defaultOption(),4,5,9,4,4.37%
net.sf.freecol.client.gui.ChoiceItem.equals(Object),3,3,13,10,6.31%
net.sf.freecol.client.gui.ChoiceItem.getChoice(),4,7,10,3,4.85%
net.sf.freecol.client.gui.ChoiceItem.getIcon(),4,5,8,3,3.88%
net.sf.freecol.client.gui.ChoiceItem.getObject(),4,5,8,3,3.88%
net.sf.freecol.client.gui.ChoiceItem.hashCode(),3,3,14,11,6.80%
net.sf.freecol.client.gui.ChoiceItem.isCancel(),4,5,8,3,3.88%
net.sf.freecol.client.gui.ChoiceItem.isDefault(),4,5,8,3,3.88%
net.sf.freecol.client.gui.ChoiceItem.isEnabled(),4,5,8,3,3.88%
net.sf.freecol.client.gui.ChoiceItem.isOK(),4,5,8,3,3.88%
net.sf.freecol.client.gui.ChoiceItem.okOption(),4,5,9,4,4.37%
net.sf.freecol.client.gui.ChoiceItem.setEnabled(boolean),4,6,11,5,5.34%
net.sf.freecol.client.gui.ChoiceItem.setIcon(ImageIcon),4,6,10,4,4.85%
net.sf.freecol.client.gui.ChoiceItem.toString(),3,3,7,4,3.40%
net.sf.freecol.client.gui.DialogHandler.handle(T),0,n/a,n/a,1,14.29%
net.sf.freecol.client.gui.FontLibrary.createMainFont(String),4,7,14,7,6.06%
"net.sf.freecol.client.gui.FontLibrary.displayTest(Font, String)",4,7,10,3,4.33%
net.sf.freecol.client.gui.FontLibrary.getFontKey(FontType),4,6,10,4,4.33%
net.sf.freecol.client.gui.FontLibrary.getFontScaling(),4,6,9,3,3.90%
net.sf.freecol.client.gui.FontLibrary.getMainFont(),0,0,3,3,1.30%
net.sf.freecol.client.gui.FontLibrary.getMainFontSize(),0,0,3,3,1.30%
net.sf.freecol.client.gui.FontLibrary.getScaledFont(String),6,8,11,3,4.76%
"net.sf.freecol.client.gui.FontLibrary.getScaledFont(String, String)",6,9,13,4,5.63%
"net.sf.freecol.client.gui.FontLibrary.getScaledFont(String, float, String)",6,10,18,8,7.79%
"net.sf.freecol.client.gui.FontLibrary.getScaledSize(Size, float)",4,7,10,3,4.33%
net.sf.freecol.client.gui.FontLibrary.getUnscaledFont(String),4,6,9,3,3.90%
"net.sf.freecol.client.gui.FontLibrary.getUnscaledFont(String, String)",25,21,70,42,30.30%
net.sf.freecol.client.gui.FontLibrary.setMainFontSize(float),0,0,3,3,1.30%
"net.sf.freecol.client.gui.FontLibrary.tryFont(FontType, String)",4,7,13,6,5.63%
net.sf.freecol.client.gui.FontTest.testLogicalSerif(),0,0,11,11,42.31%
net.sf.freecol.client.gui.FrameMotionListener.FrameMotionListener(JInternalFrame),4,5,8,3,13.79%
net.sf.freecol.client.gui.FrameMotionListener.mouseDragged(MouseEvent),3,3,18,15,31.03%
net.sf.freecol.client.gui.FrameMotionListener.mousePressed(MouseEvent),3,3,13,10,22.41%
net.sf.freecol.client.gui.FrameMotionListener.mouseReleased(MouseEvent),3,3,11,8,18.97%
"net.sf.freecol.client.gui.FreeColFrame.FreeColFrame(FreeColClient, GraphicsDevice, JMenuBar, boolean, Rectangle)",18,9,58,36,58.59%
net.sf.freecol.client.gui.FreeColFrame.exitFullScreen(),0,0,5,5,5.05%
net.sf.freecol.client.gui.FreeColFrame.getFrameName(),4,5,8,3,8.08%
net.sf.freecol.client.gui.FreeColFrame.removeMenuBar(),0,0,4,4,4.04%
net.sf.freecol.client.gui.FreeColFrame.resetMenuBar(),0,0,6,6,6.06%
net.sf.freecol.client.gui.FreeColFrame.setMenuBar(FreeColMenuBar),0,0,4,4,4.04%
net.sf.freecol.client.gui.FreeColFrame.updateMenuBar(),0,0,6,6,6.06%
"net.sf.freecol.client.gui.FullScreenFrameListener.FullScreenFrameListener(FreeColClient, FreeColFrame)",4,6,11,5,12.64%
net.sf.freecol.client.gui.FullScreenFrameListener.windowActivated(WindowEvent),4,5,8,3,9.20%
net.sf.freecol.client.gui.FullScreenFrameListener.windowClosed(WindowEvent),4,5,8,3,9.20%
net.sf.freecol.client.gui.FullScreenFrameListener.windowClosing(WindowEvent),4,5,13,8,14.94%
